,code,pinyin_abbr,fund_name,fund_type,pinyin
5532,007744,CSAYCZZQA,长盛安逸纯债债券A,债券型-长债,CHANGSHENGANYICHUNZHAIZHAIQUANA
5533,007745,CSAYCZZQC,长盛安逸纯债债券C,债券型-长债,CHANGSHENGANYICHUNZHAIZHAIQUANC
5534,007746,HAXJRL,华安现金润利,货币型-浮动净值,HUAANXIANJINRUNLI
5535,007747,HFTPHYLMBSNCYQHHFOFA,海富通平衡养老目标三年持有期混合(FOF)A,FOF-均衡型,HAIFUTONGPINGHENGYANGLAOMUBIAOSANNIANCHIYOUQIHUNHEFOFA
5536,007748,THYL2035SNFOFA,天弘养老2035三年(FOF)A,FOF-均衡型,TIANHONGYANGLAO2035SANNIANFOFA
5537,007749,MSJYPCHHC,民生加银鹏程混合C,混合型-偏债,MINSHENGJIAYINPENGCHENGHUNHEC
5538,007750,GFYSZZGP,广发优势增长股票,股票型,GUANGFAYOUSHIZENGZHANGGUPIAO
5539,007751,JSCCHGSHLCZDBZSA,景顺长城沪港深红利成长低波指数A,指数型-股票,JINGSHUNCHANGCHENGHUGANGSHENHONGLICHENGZHANGDIBOZHISHUA
5540,007752,ZYZLZQA,中银招利债券A,债券型-混合二级,ZHONGYINZHAOLIZHAIQUANA
5541,007753,ZYZLZQC,中银招利债券C,债券型-混合二级,ZHONGYINZHAOLIZHAIQUANC
5542,007754,SYHYLZDQZQA,上银慧永利中短期债券A,债券型-中短债,SHANGYINHUIYONGLIZHONGDUANQIZHAIQUANA
5543,007755,SYHYLZDQZQC,上银慧永利中短期债券C,债券型-中短债,SHANGYINHUIYONGLIZHONGDUANQIZHAIQUANC
5544,007756,CTJLSGYDKZFQS,财通久利三个月定开债发起式,债券型-长债,CAITONGJIULISANGEYUEDINGKAIZHAIFAQISHI
5545,007758,PALXYNDKZA,平安乐享一年定开债A,债券型-长债,PINGANLEXIANGYINIANDINGKAIZHAIA
5546,007759,PALXYNDKZC,平安乐享一年定开债C,债券型-长债,PINGANLEXIANGYINIANDINGKAIZHAIC
5547,007760,JSCCHGSHLCZDBZSC,景顺长城沪港深红利成长低波指数C,指数型-股票,JINGSHUNCHANGCHENGHUGANGSHENHONGLICHENGZHANGDIBOZHISHUC
5548,007761,XYARSNDKZ,鑫元安睿三年定开债,债券型-长债,XINYUANANRUISANNIANDINGKAIZHAI
5549,007762,FGTYZQLOFA,富国天盈债券(LOF)A,债券型-混合一级,FUGUOTIANYINGZHAIQUANLOFA
5550,007765,QHKY13NGKZA,前海开源1-3年国开债A,指数型-固收,QIANHAIKAIYUAN13NIANGUOKAIZHAIA
5551,007766,QHKY13NGKZC,前海开源1-3年国开债C,指数型-固收,QIANHAIKAIYUAN13NIANGUOKAIZHAIC
5552,007767,HTBXZXDK,华泰保兴尊享定开,债券型-混合一级,HUATAIBAOXINGZUNXIANGDINGKAI
5553,007768,XAASCZA,信澳安盛纯债A,债券型-长债,XINAOANSHENGCHUNZHAIA
5554,007769,DXXRYNDKA,东兴兴瑞一年定开A,债券型-长债,DONGXINGXINGRUIYINIANDINGKAIA
5555,007770,TTKTHHA,同泰开泰混合A,混合型-偏股,TONGTAIKAITAIHUNHEA
5556,007771,TTKTHHC,同泰开泰混合C,混合型-偏股,TONGTAIKAITAIHUNHEC
5557,007772,PYASSXDKZQ,浦银安盛盛煊定开债券,债券型-长债,PUYINANSHENGSHENGXUANDINGKAIZHAIQUAN
5558,007775,HALHXFHHA,汇安量化先锋混合A,混合型-偏股,HUIANLIANGHUAXIANFENGHUNHEA
5559,007776,HALHXFHHC,汇安量化先锋混合C,混合型-偏股,HUIANLIANGHUAXIANFENGHUNHEC
5560,007777,ZYYJJXHH,中邮研究精选混合,混合型-偏股,ZHONGYOUYANJIUJINGXUANHUNHE
5561,007778,GFJFCZ,广发景富纯债,债券型-长债,GUANGFAJINGFUCHUNZHAI
5562,007779,YHZHYL2030SNCYHHFQSFOFA,银华尊和养老2030三年持有混合发起式(FOF)A,FOF-稳健型,YINHUAZUNHEYANGLAO2030SANNIANCHIYOUHUNHEFAQISHIFOFA
5563,007780,YHZHYL2040SNCYHHFQFOFA,银华尊和养老2040三年持有混合发起(FOF)A,FOF-均衡型,YINHUAZUNHEYANGLAO2040SANNIANCHIYOUHUNHEFAQIFOFA
5564,007781,THHXHHFQSA,天弘弘新混合发起式A,混合型-偏债,TIANHONGHONGXINHUNHEFAQISHIA
5565,007784,GFYQCXQDETFLJA,广发央企创新驱动ETF联接A,指数型-股票,GUANGFAYANGQICHUANGXINQUDONGETFLIANJIEA
5566,007785,GFYQCXQDETFLJC,广发央企创新驱动ETF联接C,指数型-股票,GUANGFAYANGQICHUANGXINQUDONGETFLIANJIEC
5567,007786,FGZZGQYDYLETFLJA,富国中证国企一带一路ETF联接A,指数型-股票,FUGUOZHONGZHENGGUOQIYIDAIYILUETFLIANJIEA
5568,007787,FGZZGQYDYLETFLJC,富国中证国企一带一路ETF联接C,指数型-股票,FUGUOZHONGZHENGGUOQIYIDAIYILUETFLIANJIEC
5569,007788,YFDZZGQDLFQSLJA,易方达中证国企带路发起式联接A,指数型-股票,YIFANGDAZHONGZHENGGUOQIDAILUFAQISHILIANJIEA
5570,007789,YFDZZGQDLFQSLJC,易方达中证国企带路发起式联接C,指数型-股票,YIFANGDAZHONGZHENGGUOQIDAILUFAQISHILIANJIEC
5571,007790,NFMYDZA,南方梦元短债A,债券型-中短债,NANFANGMENGYUANDUANZHAIA
5572,007791,NFMYDZC,南方梦元短债C,债券型-中短债,NANFANGMENGYUANDUANZHAIC
5573,007792,JSYQCXQDETFLJA,嘉实央企创新驱动ETF联接A,指数型-股票,JIASHIYANGQICHUANGXINQUDONGETFLIANJIEA
5574,007793,JSYQCXQDETFLJC,嘉实央企创新驱动ETF联接C,指数型-股票,JIASHIYANGQICHUANGXINQUDONGETFLIANJIEC
5575,007794,SWLXZZ500ZSYXZQC,申万菱信中证500指数优选增强C,指数型-股票,SHENWANLINGXINZHONGZHENG500ZHISHUYOUXUANZENGQIANGC
5576,007795,SWLXZZ500ZSZQC,申万菱信中证500指数增强C,指数型-股票,SHENWANLINGXINZHONGZHENG500ZHISHUZENGQIANGC
5577,007796,BSYCETFLJA,博时央创ETF联接A,指数型-股票,BOSHIYANGCHUANGETFLIANJIEA
5578,007797,BSYCETFLJC,博时央创ETF联接C,指数型-股票,BOSHIYANGCHUANGETFLIANJIEC
5579,007799,SWLXZXQY100ZSLOFC,申万菱信中小企业100指数(LOF)C,指数型-股票,SHENWANLINGXINZHONGXIAOQIYE100ZHISHULOFC
5580,007800,SWLXHS300JZZSC,申万菱信沪深300价值指数C,指数型-股票,SHENWANLINGXINHUSHEN300JIAZHIZHISHUC
5581,007801,DCZZHLZSC,大成中证红利指数C,指数型-股票,DACHENGZHONGZHENGHONGLIZHISHUC
5582,007802,XQHTHHA,兴全合泰混合A,混合型-偏股,XINGQUANHETAIHUNHEA
5583,007803,XQHTHHC,兴全合泰混合C,混合型-偏股,XINGQUANHETAIHUNHEC
5584,007804,SWLXHS300ZSZQC,申万菱信沪深300指数增强C,指数型-股票,SHENWANLINGXINHUSHEN300ZHISHUZENGQIANGC
5585,007805,HBFDJZHB,华宝浮动净值货币,货币型-浮动净值,HUABAOFUDONGJINGZHIHUOBI
5586,007806,JXMSCIZGAGZSZQA,建信MSCI中国A股指数增强A,指数型-股票,JIANXINMSCIZHONGGUOAGUZHISHUZENGQIANGA
5587,007807,JXMSCIZGAGZSZQC,建信MSCI中国A股指数增强C,指数型-股票,JIANXINMSCIZHONGGUOAGUZHISHUZENGQIANGC
5588,007808,BXRFLHYXLHPZ,北信瑞丰量化优选灵活配置,混合型-灵活,BEIXINRUIFENGLIANGHUAYOUXUANLINGHUOPEIZHI
5589,007809,FGZZYQCXQDETFLJA,富国中证央企创新驱动ETF联接A,指数型-股票,FUGUOZHONGZHENGYANGQICHUANGXINQUDONGETFLIANJIEA
5590,007810,FGZZYQCXQDETFLJC,富国中证央企创新驱动ETF联接C,指数型-股票,FUGUOZHONGZHENGYANGQICHUANGXINQUDONGETFLIANJIEC
5591,007811,CHXZHHA,淳厚信泽混合A,混合型-灵活,CHUNHOUXINZEHUNHEA
5592,007812,CHXZHHC,淳厚信泽混合C,混合型-灵活,CHUNHOUXINZEHUNHEC
5593,007815,JSXXKJ100ETFLJA,嘉实新兴科技100ETF联接A,指数型-股票,JIASHIXINXINGKEJI100ETFLIANJIEA
5594,007816,JSXXKJ100ETFLJC,嘉实新兴科技100ETF联接C,指数型-股票,JIASHIXINXINGKEJI100ETFLIANJIEC
5595,007817,GTZZQZTXSBETFLJA,国泰中证全指通信设备ETF联接A,指数型-股票,GUOTAIZHONGZHENGQUANZHITONGXINSHEBEIETFLIANJIEA
5596,007818,GTZZQZTXSBETFLJC,国泰中证全指通信设备ETF联接C,指数型-股票,GUOTAIZHONGZHENGQUANZHITONGXINSHEBEIETFLIANJIEC
5597,007819,HTZJFYZDZA,华泰紫金丰益中短债A,债券型-中短债,HUATAIZIJINFENGYIZHONGDUANZHAIA
5598,007820,HTZJFYZDZC,华泰紫金丰益中短债C,债券型-中短债,HUATAIZIJINFENGYIZHONGDUANZHAIC
5599,007823,THHZDZA,天弘弘择短债A,债券型-中短债,TIANHONGHONGZEDUANZHAIA
5600,007824,THHZDZC,天弘弘择短债C,债券型-中短债,TIANHONGHONGZEDUANZHAIC
5601,007825,BDZYHHA,博道志远混合A,混合型-偏股,BODAOZHIYUANHUNHEA
5602,007826,BDZYHHC,博道志远混合C,混合型-偏股,BODAOZHIYUANHUNHEC
5603,007827,HRYDLHYXHHC,华润元大量化优选混合C,混合型-偏股,HUARUNYUANDALIANGHUAYOUXUANHUNHEC
5604,007828,CJHXXYHLZQA,创金合信信用红利债券A,债券型-混合一级,CHUANGJINHEXINXINYONGHONGLIZHAIQUANA
5605,007829,CJHXXYHLZQC,创金合信信用红利债券C,债券型-混合一级,CHUANGJINHEXINXINYONGHONGLIZHAIQUANC
5606,007830,JXRRYNDQKFZQ,建信荣瑞一年定期开放债券,债券型-长债,JIANXINRONGRUIYINIANDINGQIKAIFANGZHAIQUAN
5607,007831,BDWBZHGPA,博道伍佰智航股票A,股票型,BODAOWUBAIZHIHANGGUPIAOA
5608,007832,BDWBZHGPC,博道伍佰智航股票C,股票型,BODAOWUBAIZHIHANGGUPIAOC
5609,007833,CSWYTLZQA,长盛稳怡添利债券A,债券型-混合二级,CHANGSHENGWENYITIANLIZHAIQUANA
5610,007834,CSWYTLZQC,长盛稳怡添利债券C,债券型-混合二级,CHANGSHENGWENYITIANLIZHAIQUANC
5611,007835,GTXRHH,国泰鑫睿混合,混合型-偏股,GUOTAIXINRUIHUNHE
5612,007836,TKRHLNDKZQ,泰康润和两年定开债券,债券型-长债,TAIKANGRUNHELIANGNIANDINGKAIZHAIQUAN
5613,007837,GSABZYCZA,国寿安保尊耀纯债A,债券型-混合一级,GUOSHOUANBAOZUNYAOCHUNZHAIA
5614,007838,GSABZYCZC,国寿安保尊耀纯债C,债券型-混合一级,GUOSHOUANBAOZUNYAOCHUNZHAIC
5615,007839,HTFZZCSJETFLJA,汇添富中证长三角ETF联接A,指数型-股票,HUITIANFUZHONGZHENGCHANGSANJIAOETFLIANJIEA
5616,007840,HTFZZCSJETFLJC,汇添富中证长三角ETF联接C,指数型-股票,HUITIANFUZHONGZHENGCHANGSANJIAOETFLIANJIEC
5617,007842,NHZZHZWQETFLJA,南华中证杭州湾区ETF联接A,指数型-股票,NANHUAZHONGZHENGHANGZHOUWANQUETFLIANJIEA
5618,007843,NHZZHZWQETFLJC,南华中证杭州湾区ETF联接C,指数型-股票,NANHUAZHONGZHENGHANGZHOUWANQUETFLIANJIEC
5619,007844,HBBPYQSYGPRMBC,华宝标普油气上游股票人民币C,指数型-海外股票,HUABAOBIAOPUYOUQISHANGYOUGUPIAORENMINBIC
5620,007845,BSJJXCYQC,博时季季享持有期C,债券型-长债,BOSHIJIJIXIANGCHIYOUQIC
5621,007848,GFJBHHC,广发聚宝混合C,混合型-偏债,GUANGFAJUBAOHUNHEC
5622,007850,FZFBTRHHA,方正富邦天睿混合A,混合型-灵活,FANGZHENGFUBANGTIANRUIHUNHEA
5623,007851,FZFBTRHHC,方正富邦天睿混合C,混合型-灵活,FANGZHENGFUBANGTIANRUIHUNHEC
5624,007852,GYRA3GYDKCZZQ,工银瑞安3个月定开纯债债券,债券型-长债,GONGYINRUIAN3GEYUEDINGKAICHUNZHAIZHAIQUAN
5625,007853,HSJSJHYLHGPFQSA,华商计算机行业量化股票发起式A,股票型,HUASHANGJISUANJIHANGYELIANGHUAGUPIAOFAQISHIA
5626,007854,GDBDXJQXFHHA,光大保德信景气先锋混合A,混合型-偏股,GUANGDABAODEXINJINGQIXIANFENGHUNHEA
5627,007856,YFDZZ800ETFLJA,易方达中证800ETF联接A,指数型-股票,YIFANGDAZHONGZHENG800ETFLIANJIEA
5628,007857,YFDZZ800ETFLJC,易方达中证800ETF联接C,指数型-股票,YIFANGDAZHONGZHENG800ETFLIANJIEC
5629,007858,PHFDJZXFQSHB,鹏华浮动净值型发起式货币,货币型-浮动净值,PENGHUAFUDONGJINGZHIXINGFAQISHIHUOBI
5630,007859,PA510NQZCXJRZA,平安5-10年期政策性金融债A,债券型-长债,PINGAN510NIANQIZHENGCEXINGJINRONGZHAIA
5631,007860,PA510NQZCXJRZC,平安5-10年期政策性金融债C,债券型-长债,PINGAN510NIANQIZHENGCEXINGJINRONGZHAIC
5632,007861,JYSAYLJKHHA,金元顺安医疗健康混合A,混合型-偏股,JINYUANSHUNANYILIAOJIANKANGHUNHEA
5633,007862,JYSAYLJKHHC,金元顺安医疗健康混合C,混合型-偏股,JINYUANSHUNANYILIAOJIANKANGHUNHEC
5634,007863,CXLTLHPZHHC,长信利泰灵活配置混合C,混合型-灵活,CHANGXINLITAILINGHUOPEIZHIHUNHEC
5635,007864,DFHHBC,东方红货币C,货币型-普通货币,DONGFANGHONGHUOBIC
5636,007865,DFHHBD,东方红货币D,货币型-普通货币,DONGFANGHONGHUOBID
5637,007866,CJHXHBC,创金合信货币C,货币型-普通货币,CHUANGJINHEXINHUOBIC
5638,007867,HTBRJTYNDK,华泰柏瑞锦泰一年定开,债券型-长债,HUATAIBAIRUIJINTAIYINIANDINGKAI
5639,007868,HTFHXHBA,汇添富汇鑫货币A,货币型-浮动净值,HUITIANFUHUIXINHUOBIA
5640,007869,HTFHXHBB,汇添富汇鑫货币B,货币型-浮动净值,HUITIANFUHUIXINHUOBIB
5641,007870,PHZX3GYDKFQSZQ,鹏华尊信3个月定开发起式债券,债券型-长债,PENGHUAZUNXIN3GEYUEDINGKAIFAQISHIZHAIQUAN
5642,007871,GTHXSGYDKZ,国泰惠享三个月定开债,债券型-长债,GUOTAIHUIXIANGSANGEYUEDINGKAIZHAI
5643,007872,JXWJCLHHA,金信稳健策略混合A,混合型-灵活,JINXINWENJIANCELUEHUNHEA
5644,007873,HBKJETFLJA,华宝科技ETF联接A,指数型-股票,HUABAOKEJIETFLIANJIEA
5645,007874,HBKJETFLJC,华宝科技ETF联接C,指数型-股票,HUABAOKEJIETFLIANJIEC
5646,007875,GRRXHHA,国融融兴混合A,混合型-灵活,GUORONGRONGXINGHUNHEA
5647,007876,GRRXHHC,国融融兴混合C,混合型-灵活,GUORONGRONGXINGHUNHEC
5648,007877,HSHFCZA,惠升和风纯债A,债券型-长债,HUISHENGHEFENGCHUNZHAIA
5649,007878,HSHFCZC,惠升和风纯债C,债券型-长债,HUISHENGHEFENGCHUNZHAIC
5650,007879,JSZA3GYDQZQ,嘉实致安3个月定期债券,债券型-混合二级,JIASHIZHIAN3GEYUEDINGQIZHAIQUAN
5651,007880,ZQCYZXHHA,朱雀产业智选混合A,混合型-偏股,ZHUQUECHANYEZHIXUANHUNHEA
5652,007881,ZQCYZXHHC,朱雀产业智选混合C,混合型-偏股,ZHUQUECHANYEZHIXUANHUNHEC
5653,007882,YFDZQBXETFLJC,易方达证券保险ETF联接C,指数型-股票,YIFANGDAZHENGQUANBAOXIANETFLIANJIEC
5654,007883,YFDYYETFLJC,易方达医药ETF联接C,指数型-股票,YIFANGDAYIYAOETFLIANJIEC
5655,007884,YFDHS3GYDKHH,易方达恒盛3个月定开混合,混合型-偏债,YIFANGDAHENGSHENG3GEYUEDINGKAIHUNHE
5656,007885,GLZZ500ETFLJA,国联中证500ETF联接A,指数型-股票,GUOLIANZHONGZHENG500ETFLIANJIEA
5657,007886,GLZZ500ETFLJC,国联中证500ETF联接C,指数型-股票,GUOLIANZHONGZHENG500ETFLIANJIEC
5658,007887,DFHQYSNCYHHB,东方红启元三年持有混合B,混合型-灵活,DONGFANGHONGQIYUANSANNIANCHIYOUHUNHEB
5659,007888,NYJYZQA,农银金盈债券A,债券型-长债,NONGYINJINYINGZHAIQUANA
5660,007889,PYASSNDKZQ,浦银安盛盛诺定开债券,债券型-长债,PUYINANSHENGSHENGNUODINGKAIZHAIQUAN
5661,007890,YHJXLNDKZQ,银河聚星两年定开债券,债券型-长债,YINHEJUXINGLIANGNIANDINGKAIZHAIQUAN
5662,007893,PAGZJXHHA,平安估值精选混合A,混合型-偏股,PINGANGUZHIJINGXUANHUNHEA
5663,007894,PAGZJXHHC,平安估值精选混合C,混合型-偏股,PINGANGUZHIJINGXUANHUNHEC
5664,007895,JSJZCZHH,嘉实价值成长混合,混合型-偏股,JIASHIJIAZHICHENGZHANGHUNHE
5665,007896,YFDYXDZCSGYCYHHFOFA,易方达优选多资产三个月持有混合(FOF)A,FOF-均衡型,YIFANGDAYOUXUANDUOZICHANSANGEYUECHIYOUHUNHEFOFA
5666,007897,YFDYXDZCSGYCYHHFOFC,易方达优选多资产三个月持有混合(FOF)C,FOF-均衡型,YIFANGDAYOUXUANDUOZICHANSANGEYUECHIYOUHUNHEFOFC
5667,007898,FGZCJX3GYCYQHHFOFA,富国智诚精选3个月持有期混合(FOF)A,FOF-进取型,FUGUOZHICHENGJINGXUAN3GEYUECHIYOUQIHUNHEFOFA
5668,007901,HTFZDZA,汇添富中短债A,债券型-中短债,HUITIANFUZHONGDUANZHAIA
5669,007902,HTFZDZC,汇添富中短债C,债券型-中短债,HUITIANFUZHONGDUANZHAIC
5670,007903,CCLHXPGPA,长城量化小盘股票A,股票型,CHANGCHENGLIANGHUAXIAOPANGUPIAOA
5671,007904,GFRYJQ3GYCYHHFOFA,广发锐意进取3个月持有混合(FOF)A,FOF-进取型,GUANGFARUIYIJINQU3GEYUECHIYOUHUNHEFOFA
5672,007907,FRFK13NGKZCZC,富荣富开1-3年国开债纯债C,债券型-长债,FURONGFUKAI13NIANGUOKAIZHAICHUNZHAIC
5673,007908,ZSTY3GYDKZA,招商添韵3个月定开债A,债券型-长债,ZHAOSHANGTIANYUN3GEYUEDINGKAIZHAIA
5674,007909,ZSTY3GYDKZC,招商添韵3个月定开债C,债券型-长债,ZHAOSHANGTIANYUN3GEYUEDINGKAIZHAIC
5675,007910,DCYSJSQHETFLJA,大成有色金属期货ETF联接A,指数型-其他,DACHENGYOUSEJINSHUQIHUOETFLIANJIEA
5676,007911,DCYSJSQHETFLJC,大成有色金属期货ETF联接C,指数型-其他,DACHENGYOUSEJINSHUQIHUOETFLIANJIEC
5677,007912,XHXRXZDZB,新华鑫日享中短债B,债券型-中短债,XINHUAXINRIXIANGZHONGDUANZHAIB
5678,007913,CTZGFHLNDKZA,财通资管丰和两年定开债A,债券型-长债,CAITONGZIGUANFENGHELIANGNIANDINGKAIZHAIA
5679,007914,CTZGFHLNDKZC,财通资管丰和两年定开债C,债券型-长债,CAITONGZIGUANFENGHELIANGNIANDINGKAIZHAIC
5680,007915,CTZGHFDZA,财通资管鸿福短债A,债券型-中短债,CAITONGZIGUANHONGFUDUANZHAIA
5681,007916,CTZGHFDZC,财通资管鸿福短债C,债券型-中短债,CAITONGZIGUANHONGFUDUANZHAIC
5682,007920,NDDZC,诺德短债C,债券型-中短债,NUODEDUANZHAIC
5683,007925,PAXXHHE,平安鑫享混合E,混合型-灵活,PINGANXINXIANGHUNHEE
5684,007926,WJJXZDZC,万家家享中短债C,债券型-中短债,WANJIAJIAXIANGZHONGDUANZHAIC
5685,007928,ZJXRLNDKZ,中加享润两年定开债,债券型-长债,ZHONGJIAXIANGRUNLIANGNIANDINGKAIZHAI
5686,007930,CHWXZQA,淳厚稳鑫债券A,债券型-混合一级,CHUNHOUWENXINZHAIQUANA
5687,007931,CHWXZQC,淳厚稳鑫债券C,债券型-混合一级,CHUNHOUWENXINZHAIQUANC
5688,007932,PHZZ500ETFLJA,鹏华中证500ETF联接A,指数型-股票,PENGHUAZHONGZHENG500ETFLIANJIEA
5689,007935,PAHLCZA,平安惠澜纯债A,债券型-长债,PINGANHUILANCHUNZHAIA
5690,007936,PAHLCZC,平安惠澜纯债C,债券型-长债,PINGANHUILANCHUNZHAIC
5691,007937,HXSLDPQHETFLJA,华夏饲料豆粕期货ETF联接A,指数型-其他,HUAXIASILIAODOUPOQIHUOETFLIANJIEA
5692,007938,HXSLDPQHETFLJC,华夏饲料豆粕期货ETF联接C,指数型-其他,HUAXIASILIAODOUPOQIHUOETFLIANJIEC
5693,007939,HXWGJXHHC,华夏网购精选混合C,混合型-灵活,HUAXIAWANGGOUJINGXUANHUNHEC
5694,007941,HSQHHYCZZQA,恒生前海恒扬纯债债券A,债券型-长债,HENGSHENGQIANHAIHENGYANGCHUNZHAIZHAIQUANA
5695,007942,HSQHHYCZZQC,恒生前海恒扬纯债债券C,债券型-长债,HENGSHENGQIANHAIHENGYANGCHUNZHAIZHAIQUANC
5696,007943,FADZZ500ZSZQA,富安达中证500指数增强A,指数型-股票,FUANDAZHONGZHENG500ZHISHUZENGQIANGA
5697,007944,YYQYSNDK,永赢乾元三年定开,混合型-偏股,YONGYINGQIANYUANSANNIANDINGKAI
5698,007945,JSCCGGJYLHPZC,景顺长城改革机遇灵活配置C,混合型-灵活,JINGSHUNCHANGCHENGGAIGEJIYULINGHUOPEIZHIC
5699,007946,DCZZ13NGKZZSA,大成中债1-3年国开债指数A,指数型-固收,DACHENGZHONGZHAI13NIANGUOKAIZHAIZHISHUA
5700,007947,DCZZ13NGKZZSC,大成中债1-3年国开债指数C,指数型-固收,DACHENGZHONGZHAI13NIANGUOKAIZHAIZHISHUC
5701,007948,HTFSA39GYDKZ,汇添富盛安39个月定开债,债券型-长债,HUITIANFUSHENGAN39GEYUEDINGKAIZHAI
5702,007949,FGZLCZZQA,富国泽利纯债债券A,债券型-长债,FUGUOZELICHUNZHAIZHAIQUANA
5703,007950,ZSLHJXGPC,招商量化精选股票C,股票型,ZHAOSHANGLIANGHUAJINGXUANGUPIAOC
5704,007951,ZSXYZQZQC,招商信用增强债券C,债券型-混合二级,ZHAOSHANGXINYONGZENGQIANGZHAIQUANC
5705,007953,PAHWCZ,平安惠文纯债,债券型-长债,PINGANHUIWENCHUNZHAI
5706,007954,PAHYCZA,平安惠涌纯债A,债券型-长债,PINGANHUIYONGCHUNZHAIA
5707,007955,MSJYXXZQD,民生加银鑫享债券D,债券型-混合一级,MINSHENGJIAYINXINXIANGZHAIQUAND
5708,007956,PHWLDZZQC,鹏华稳利短债债券C,债券型-中短债,PENGHUAWENLIDUANZHAIZHAIQUANC
5709,007957,HBBHZQ,华宝宝惠债券,债券型-长债,HUABAOBAOHUIZHAIQUAN
5710,007958,HTBRYTSGYDKZ,华泰柏瑞益通三个月定开债,债券型-长债,HUATAIBAIRUIYITONGSANGEYUEDINGKAIZHAI
5711,007959,FZFBTHHHA,方正富邦天恒混合A,混合型-灵活,FANGZHENGFUBANGTIANHENGHUNHEA
5712,007960,FZFBTHHHC,方正富邦天恒混合C,混合型-灵活,FANGZHENGFUBANGTIANHENGHUNHEC
5713,007961,PYASRRYHBE,浦银安盛日日盈货币E,货币型-普通货币,PUYINANSHENGRIRIYINGHUOBIE
5714,007962,BSZZ35ZJRZZSA,博时中债3-5政金融债指数A,指数型-固收,BOSHIZHONGZHAI35ZHENGJINRONGZHAIZHISHUA
5715,007963,BSZZ35ZJRZZSC,博时中债3-5政金融债指数C,指数型-固收,BOSHIZHONGZHAI35ZHENGJINRONGZHAIZHISHUC
5716,007964,HBBKZQC,华宝宝康债券C,债券型-混合一级,HUABAOBAOKANGZHAIQUANC
5717,007965,MSJYPZXFGPA,民生加银品质消费股票A,股票型,MINSHENGJIAYINPINZHIXIAOFEIGUPIAOA
5718,007966,MSJYPZXFGPC,民生加银品质消费股票C,股票型,MINSHENGJIAYINPINZHIXIAOFEIGUPIAOC
5719,007967,DCHJYNDKZQA,大成惠嘉一年定开债券A,债券型-长债,DACHENGHUIJIAYINIANDINGKAIZHAIQUANA
5720,007968,HTBRYJJXA,华泰柏瑞研究精选A,混合型-偏股,HUATAIBAIRUIYANJIUJINGXUANA
5721,007969,XBLDDZCZC,西部利得得尊纯债C,债券型-混合一级,XIBULIDEDEZUNCHUNZHAIC
5722,007970,GSABAZ39GYDKZ,国寿安保安泽39个月定开债,债券型-长债,GUOSHOUANBAOANZE39GEYUEDINGKAIZHAI
5723,007971,HTBXHLZDZA,华泰保兴恒利中短债A,债券型-中短债,HUATAIBAOXINGHENGLIZHONGDUANZHAIA
5724,007972,HTBXHLZDZC,华泰保兴恒利中短债C,债券型-中短债,HUATAIBAOXINGHENGLIZHONGDUANZHAIC
5725,007975,ZSPSQQPZQDIIFOFMYXH,招商普盛全球配置(QDII-FOF)美元现汇,QDII-混合灵活,ZHAOSHANGPUSHENGQUANQIUPEIZHIQDIIFOFMEIYUANXIANHUI
5726,007976,YFDHJZTRMBC,易方达黄金主题人民币C,QDII-商品,YIFANGDAHUANGJINZHUTIRENMINBIC
5727,007977,YFDHJZTMYXHA,易方达黄金主题美元现汇A,QDII-商品,YIFANGDAHUANGJINZHUTIMEIYUANXIANHUIA
5728,007978,YFDHJZTMYXHC,易方达黄金主题美元现汇C,QDII-商品,YIFANGDAHUANGJINZHUTIMEIYUANXIANHUIC
5729,007979,WJHX39GYDKZ,万家惠享39个月定开债,债券型-长债,WANJIAHUIXIANG39GEYUEDINGKAIZHAI
5730,007981,HTHTRXCZA,红塔红土瑞祥纯债A,债券型-长债,HONGTAHONGTURUIXIANGCHUNZHAIA
5731,007982,HTHTRXCZC,红塔红土瑞祥纯债C,债券型-长债,HONGTAHONGTURUIXIANGCHUNZHAIC
5732,007983,SWLXZZYFCX100ETFLJA,申万菱信中证研发创新100ETF联接A,指数型-股票,SHENWANLINGXINZHONGZHENGYANFACHUANGXIN100ETFLIANJIEA
5733,007984,SWLXZZYFCX100ETFLJC,申万菱信中证研发创新100ETF联接C,指数型-股票,SHENWANLINGXINZHONGZHENGYANFACHUANGXIN100ETFLIANJIEC
5734,007985,BSFYCZA,博时富悦纯债A,债券型-长债,BOSHIFUYUECHUNZHAIA
5735,007986,JSZL3GYDQCZZQ,嘉实致禄3个月定期纯债债券,债券型-长债,JIASHIZHILU3GEYUEDINGQICHUNZHAIZHAIQUAN
5736,007987,PHFQZQA,鹏华丰庆债券A,债券型-长债,PENGHUAFENGQINGZHAIQUANA
5737,007988,RTTH63GYDKZQA,融通通恒63个月定开债券A,债券型-长债,RONGTONGTONGHENG63GEYUEDINGKAIZHAIQUANA
5738,007989,RTTH63GYDKZQC,融通通恒63个月定开债券C,债券型-长债,RONGTONGTONGHENG63GEYUEDINGKAIZHAIQUANC
5739,007990,FGHYSNDKZA,富国汇远三年定开债A,债券型-长债,FUGUOHUIYUANSANNIANDINGKAIZHAIA
5740,007991,FGHYSNDKZC,富国汇远三年定开债C,债券型-长债,FUGUOHUIYUANSANNIANDINGKAIZHAIC
